FID,BRG NO,STRUCTURE_,BRIDGE_NAM,DESCRIPTIO,DESCRIPT_1,DESCRIPT_2,FACI_TYPE_,OPER_STAT_,FEATUREREL,CURRENT_YN,BRDG_TYPE_,COMMENT_,Long,Lat
3814,6810,5874,<Null>,"UNNAMED CK, DENMAN",7/1.22/0.46 CCULP,75.79 K W SINGLETON,4,O,5/11/2015 0:00:00,Y,CCULP, ,150.720370000000003,-32.384089999600000
3815,6298,3971,SHEAHAN BRIDGE,OVER MR243 BIDGEE,BRIDGE,MURRUMBIDGEE RIVER,5,O,5/11/2015 0:00:00,Y,SBOXG, ,148.094930000000005,-35.070369999999997
3816,2727,959,8.83KM NTH TENTFLD,BROWN'S CREEK,BRIDGE ON SH09,NTH TENTERFIELD,5,O,5/11/2015 0:00:00,Y,PPLNK, ,151.974250000000012,-28.999199999900000
3817,8187,4259,<Null>,72.44 KM S GOULBURN,STOCK UNDERPASS,(YASS BYPASS),4,O,5/11/2015 0:00:00,Y,SCULV, ,148.996306000000004,-34.833739000300000
3818,801,4499,<Null>,KELLYS CREEK,CULVERT OVER,<Null>,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.453759999999988,-34.571620000199999
3819,5595,3646,<Null>,11.3 KM SOUTH OF,LEVEL CROSSING,BARMEDMAN SN268,6,O,5/11/2015 0:00:00,Y,<Null>, ,147.417450000000002,-34.205160000299998
3820,8045,6043,MINMI CREEK,MINMI CREEK,BEBO CARCH CULVERT,141.2KM N OF SYDNEY,4,O,5/11/2015 0:00:00,Y,CARCH, ,151.606999999999999,-32.882000000100000
3821,4517,6728,<Null>,UNNAMED CREEK,5 CELL CULVERT,9.7KM N CANOWINDRA,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.685409999999990,-33.487559999900000
3822,4563,6774,<Null>,WALKERS CREEK,2 CELL CULVERT,15.7KM S MOLONG,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.843310000000002,-33.217500000299999
3823,10969,10093,<Null>,NATURALGAS PIPE,CULV CULVERT,WAKEFIELD - 133.0KM,4,O,5/11/2015 0:00:00,Y,CCULV, ,151.545258999999987,-32.952531999900003
3824,8827,8004,<Null>,UNDER SH2,STOCK UNDERPASS,AT LADE VALE ROAD,4,O,5/11/2015 0:00:00,Y,CCULP, ,149.099750000000000,-34.821289999699999
3825,6677,5039,MUMMEL BRIDGE,WOLLONDILLY CREEK,BRIDGE OVER,AT MUMMEL,5,O,5/11/2015 0:00:00,Y,CBEAM, ,149.527999999999992,-34.634460000499999
3826,8720,7812,BANJO PATERSON BR,ILLALONG CREEK,BRIDGE,29.7 KM NW OF YASS,5,O,5/11/2015 0:00:00,Y,PTROG, ,148.656710000000004,-34.718110000199999
3827,8106,5197,<Null>,COLLECTOR ROAD,N/B BRIDGE OVER,27KM S OF GOULBURN,5,O,5/11/2015 0:00:00,Y,PPLNK, ,149.456850000000003,-34.816130000400001
3828,3155,3315,<Null>,GUM CREEK,BRIDGE,75 KM W NARRANDERA,5,O,5/11/2015 0:00:00,Y,CSLAB, ,145.823659999999990,-34.592020000300003
3829,7868,5160,<Null>,OVER SH1 & RLY,BR ON ELLIOTT'S RD,AT FAIRY MEADOW,5,O,5/11/2015 0:00:00,Y,PBOXG, ,150.896099999999990,-34.394913000000003
3830,8655,7764,<Null>,MUGGABAH CREEK NO3,CONCRETE BRIDGE,12.4KM N BOOLIGAL,5,O,5/11/2015 0:00:00,Y,PPLNK, ,144.920299999000008,-33.766799999800000
3831,3631,1518,<Null>,BLACK SPRINGS CREEK,4/2.43/1.21 CCULV,5.65 K W OF MERRIWA,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.297730000000001,-32.143289999799997
3832,8712,7807,<Null>,MENAI RD,PEDO(NEAR MENAI PK),MENAI,5,O,5/11/2015 0:00:00,Y,<Null>, ,151.016034999999988,-34.018120999600001
3833,4113,6344,<Null>,REEDY CREEK,STEEL PIPE CULVERT,32.97K NW OF ORANGE,4,O,5/11/2015 0:00:00,Y,SPIPE, ,148.876920000000013,-33.104010000400002
3834,8512,7505,<Null>,NARARA CREEK NARARA,2/3.05/2.10  CCULP,4.3K N OF W/GOSFORD,4,O,5/11/2015 0:00:00,Y,CCULP, ,151.342639999999989,-33.400199999599998
3835,9767,8942,REDBANK,SH27,CONVEYOR TUNNEL,31KM W OF SINGLETON,4,O,5/11/2015 0:00:00,Y,<Null>, ,151.073980000000006,-32.582549999699999
3836,4376,6590,<Null>,UNNAMED CREEK,4 CELL CULVERT,18.02KM S COWRA,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.587690000000009,-33.961480000300000
3837,2169,2165,EMIGRANT CK. BRIDGE,EMIGRANT CREEK,BRIDGE ON SH10,5.46KM STH BALLINA,5,O,5/11/2015 0:00:00,Y,SGIRD, ,153.501389999999986,-28.866089999800000
3838,859,4527,MT KEIRA RD BRIDGE,F6 - MT KEIRA RD,BRIDGE OVER,AT WEST WOLLONGONG,5,O,5/11/2015 0:00:00,Y,PUNIT, ,150.868790999999987,-34.424256999699999
3839,7470,627,<Null>,WATER SUPPLY CANAL,BR ON SH13-N/B OVER,AT WOODPARK,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.958020000000005,-33.837379999699998
3840,9875,9376,<Null>,REEDY CR TRIBUTORY,BR ON WALLGROVE RD,EASTERN CREEK,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.850812999999988,-33.809653999799998
3841,10721,9844,<Null>,UNNAMED CREEK,CULVERT,<Null>,4,O,5/11/2015 0:00:00,Y,CPIPE, ,145.581600000000009,-33.474100000000000
3842,10784,9907,<Null>,MINJUNGBAL DRIVE,BRIDGE S/B ON SH10,STH TWEED HEADS,5,O,5/11/2015 0:00:00,Y,PSUTG, ,153.544483000000014,-28.208743999700001
3843,10637,9758,<Null>,ON RAMP FROM SH10,PED UNDPASS,LANE COVE,5,O,5/11/2015 0:00:00,Y,PPLNK, ,151.175144999999986,-33.812585999600003
3844,10941,10065,<Null>,PONDS CR,NB BR ON MR687,ROUSE HILL,5,A,5/11/2015 0:00:00,Y,<Null>, ,150.895605999999987,-33.696240999700002
3845,11676,0, ,UNNAMED CREEK,CULVERT,15.0KM W BOGGABRI,4,A,5/11/2015 0:00:00,Y, , ,149.997880000000009,-30.602910000100000
3846,9868,9369,<Null>,REEDY CR & SHR PATH,M7SB ONRMP FR MR515,EASTERN CREEK,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.852929999999986,-33.812720000200002
3847,2767,991,GRAVESEND BRIDGE,GWYDIR RIVER,BRIDGE ON SH12,22.58KM W WARIALDA,5,O,5/11/2015 0:00:00,Y,STRUS, ,150.366569999999996,-29.581529999800001
3848,676,4401,<Null>,OVER RAILWAY,"JUBILEE BR,CROWN ST",AT WOLLONGONG,5,O,5/11/2015 0:00:00,Y,SBEAM, ,150.888640000000009,-34.425750000000001
3849,633,4369,<Null>,BYARONG CREEK,CULVERT OVER,ONLOADING RAMP,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.863593000000009,-34.442934000400001
3850,2160,2156,46.14KM STH BALLINA,OAKY FLAT #2,WID CULVERT ON SH10,NTH. NEW ITALY,4,O,5/11/2015 0:00:00,Y,CCULV, ,153.307260000000014,-29.147609999600000
3851,6773,7292,<Null>,BELL RIVER,BRIDGE,84.95K N OF ORANGE,5,O,5/11/2015 0:00:00,Y,PPLNK, ,148.949299999999994,-32.679409999999997
3852,987,6089,<Null>,RAILWAY,BRIDGE,6.37KM W LITHGOW,5,O,5/11/2015 0:00:00,Y,PGIRD, ,150.110676000000012,-33.431669999699999
3853,51,43,<Null>,OV MR164-MANLY ROAD,BRIDGE ON ETHEL ST,AT BALGOWLAH,5,O,5/11/2015 0:00:00,Y,SGIRD, ,151.252252999999996,-33.797853999799997
3854,1010,6109,<Null>,ROCKS CREEK,CONCRETE BRIDGE (2),13.3KM W BATHURST,5,O,5/11/2015 0:00:00,Y,CBEAM, ,149.461585000000014,-33.415818999800003
3855,2136,2136,<Null>,BOM BOM CREEK,WIDENED BRIDGE,9.94KM STH GRAFTON,5,O,5/11/2015 0:00:00,Y,CBEAM, ,153.003399999999999,-29.771800000399999
3856,9482,8791,<Null>,STOCK U/PASS - N0 2,2/2.40/2.10  CCULV,16.81K N MAYFIELD W,4,O,5/11/2015 0:00:00,Y,CCULV, ,151.841049999999996,-32.833369999799999
3857,7736,5998,WARNERVALE SWAMP,WARNERVALE SWAMP,3/3.0/1.80 CCULV,92.4KM N OF SYDNEY,4,O,5/11/2015 0:00:00,Y,CCULV, ,151.411149999999992,-33.240630000099998
3858,26,21,<Null>,OV COOK'S RIVER,BR ON PRINCE'S HWY,AT TEMPE,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.157303000000013,-33.928504000300002
3859,3412,1317,<Null>,SWAMP CREEK,BRIDGE ON SH09,NEAR GOONOO GOONOO,5,O,5/11/2015 0:00:00,Y,CBEAM, ,150.890369999999990,-31.314099999700002
3860,5145,7248,<Null>,PINE CREEK,BRIDGE,47.86KM S BRKN HILL,5,O,5/11/2015 0:00:00,Y,SBEAM, ,141.456410000000005,-32.337619999600001
3861,4252,6477,<Null>,UNNAMED CREEK,8 CELL CULVERT,32.04KM N OF DUBBO,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.581389999000010,-31.986899999799999
3862,10734,9857,<Null>,MAIN NORTHERN RAIL,S/B GIRD BRIDGE,SHORTLAND,5,O,5/11/2015 0:00:00,Y,SGIRD, ,151.701719999000005,-32.870850000499999
3863,5558,3610,<Null>,UNNAMED CREEK,CULVERT,36.2KM N ARDLETHAN,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.111940000000004,-34.188980000100003
3864,8583,7710,<Null>,FORRESTERS CK,TDOOL BRIDGE,13.85K N OF GOSFORD,5,O,5/11/2015 0:00:00,Y,TDOOL, ,151.457999999999998,-33.411000000199998
3865,10803,9926,<Null>,HW10 PACIFIC HWY,OVERPASS BRIDGE,17.8KM NTH COFF'S,5,O,5/11/2015 0:00:00,Y,PSUTG, ,153.178648000000010,-30.167005999600001
3866,11491,10627,<Null>,UNNAMED CREEK,6 CELL CULVERT,<Null>,4,A,5/11/2015 0:00:00,Y,<Null>, ,148.219495999999992,-32.782159000400000
3867,6399,4954,<Null>,KANGALOOLAH CREEK,BRIDGE OVER,AT BINDA,5,O,5/11/2015 0:00:00,Y,CBEAM, ,149.351046999999994,-34.299380999999997
3868,6257,4875,BARKER'S BRIDGE N/B,RUN O-WATERS CREEK,BRIDGE OVER,<Null>,5,O,5/11/2015 0:00:00,Y,CSLAB, ,149.617379999999997,-34.794109999900002
3869,1349,5352,<Null>,UNNAMED CREEK,2/3.0/1.5 CCULV,3KM N OF M/BROOK,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.902520000000010,-32.241947999799997
3870,7281,5901,<Null>,HW10-MUNMORAH,PGIRD/CBEAM  PED/BR,53.94 K S OF HEXHAM,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.576660000000004,-33.190229999600000
3871,10082,9155,COBRAM BAROOGA BRID,MURRAY RIVER, BRIDGE,COBRAM,5,O,5/11/2015 0:00:00,Y,PTROG, ,145.669618000000014,-35.916250000399998
3872,7794,5147,FLOOD PLAIN NO. 1,COLLECTOR CREEK F/P,S/B BRIDGE OVER, AT COLLECTOR,5,O,5/11/2015 0:00:00,Y,PPLNK, ,149.425115000000005,-34.925381999599999
3873,10646,9767,<Null>,LEASK CREEK,ARCH CULVERT,SOMERSBY,5,O,5/11/2015 0:00:00,Y,CARCH, ,151.273590000000013,-33.425929999899999
3874,7337,5910,<Null>,DARAWANK CK,PPLNK BRIDGE,7.4K NTH OF FORSTER,5,O,5/11/2015 0:00:00,Y,PPLNK, ,152.485113998999992,-32.122886999899997
3875,8101,5195,<Null>,NATTAI RIVER,N/B BRIDGE OVER,AT MITTAGONG BYPASS,5,O,5/11/2015 0:00:00,Y,PGIRD, ,150.460179998999990,-34.431090000099999
3876,7309,5087,<Null>,WILLOW TREE CREEK,N/B BRIDGE OVER,29.1KM S GOULBURN,5,O,5/11/2015 0:00:00,Y,PPLNK, ,149.488475999999991,-34.897627999800001
3877,6484,4034,<Null>,CONNAUGHTMANS CK,BRIDGE,WALLENBEEN,5,O,5/11/2015 0:00:00,Y,CSLAB, ,148.160869999999989,-34.528470000399999
3878,3381,1288,<Null>,UNNAMED CK,4/1.5/0.9 CCULV,19.10K N OF M/BROOK,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.870000000000005,-32.105000000300002
3879,9565,8748,<Null>,BOGGY CREEK,BRIDGE,39.4KM N NARRABRI,5,O,5/11/2015 0:00:00,Y,PBEAM, ,149.792499999999990,-29.987619999700001
3880,9939,9439,<Null>,M7,NORWEST BOULEV RAMP,KINGS LANGLEY,5,O,5/11/2015 0:00:00,Y,PPSBG, ,150.938490000000002,-33.745260000000002
3881,3488,1386,30.24KM WEST WALCHA,UNNAMED CREEK,CULVERT ON SH11,NEAR WOOLBROOK,4,O,5/11/2015 0:00:00,Y,CCULV, ,151.317290000000014,-30.926650000199999
3882,2679,2564,<Null>,OVER CLARENCE RIVER,FERRY-VESSEL NO.92,ULMARRA CROSSING,7,O,5/11/2015 0:00:00,Y,<Null>, ,153.032649999999990,-29.622740000000000
3883,9425,8598,<Null>,UNNAMED CREEK,5 CELL CULVERT,5.2KM W MULLALEY,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.850140000000010,-31.097159999999999
3884,7216,2584,<Null>,GREEN WATTLE CREEK,BRIDGE ON SH10,3.63KM STH  KEMPSEY,5,O,5/11/2015 0:00:00,Y,PPLNK, ,152.831500000000005,-31.105699999900001
3885,7278,5900,DRAYTON COAL MINE,NEW ENGLAND HWY HW9,PGIRD RAIL BRIDGE,80.1KM W OF M/LAND,5,O,5/11/2015 0:00:00,Y,PGIRD, ,150.953730000000007,-32.336499999799997
3886,11680,0, ,UNNAMED CREEK,CULVERT,IN BROKEN HILL,4,A,5/11/2015 0:00:00,Y, , ,141.478820000000013,-31.934250000100000
3887,7439,1952,<Null>,SANDY CREEK,BRIDGE ON SH09,NEAR BOLIVIA,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.962160000000011,-29.287539999600000
3888,8292,6079,<Null>,N/W PED SUBWAY NO 3,1/3.12/2.73 CCULP,3.89 K W MAYFIELD W,4,O,5/11/2015 0:00:00,Y,CCULP, ,151.694533000000007,-32.896450999800003
3889,371,307,<Null>,NORTHERN RAILWAY,BR ON EPPING RD,AT EPPING STATION,5,O,5/11/2015 0:00:00,Y,SBEAM, ,151.082570000000004,-33.773900000300003
3890,3402,1307,DOUGHBOY HOLLOW # 5,DOUGBOY HOLLOW CK,CULVERT # 5 ON SH09,73.94K N OF M/BROOK,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.779662999999999,-31.710677999900000
3891,6420,4001,<Null>,BURRANGONG CREEK,CULVERT,28.9 KM N OF YOUNG,4,O,5/11/2015 0:00:00,Y,CCULP, ,148.481449999999995,-34.150199999599998
3892,2254,2236,<Null>,UNNAMED CREEK,CULVERT ON SH16,18.39KM WEST CASINO,4,O,5/11/2015 0:00:00,Y,CCULV, ,152.882980000000003,-28.845260000100001
3893,3567,1457,<Null>,BOBBIWA CREEK,BRIDGE (AB1),17.87KM N NARRABRI,5,O,5/11/2015 0:00:00,Y,PPLNK, ,149.820140000000009,-30.179370000100000
3894,8156,5223,<Null>,LERIDA CREEK,N/B BRIDGE OVER,41.1 KM S GOULBURN,5,O,5/11/2015 0:00:00,Y,PGIRD, ,149.307354999000012,-34.806117000000000
3895,6443,4021,<Null>,UNNAMED CREEK,CULVERT,4.4 S COOTAMUNDRA,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.987529999999992,-34.655150000299997
3896,10757,9880,<Null>,UNNAMED CREEK,2/2.9X1.9 SCULV,B/MOUNT REST AREA,4,O,5/11/2015 0:00:00,Y,SPIPE, ,150.899663000000004,-31.855173999900000
3897,7668,5966,<Null>,STOCKTON CREEK NO 1,PVSLB  BRIDGE N/B,112.2KM N OF SYDNEY,5,O,5/11/2015 0:00:00,Y,PVSLB, ,151.461060000000003,-33.107730000300002
3898,3510,1407,1.62KM WEST GUNN,BLACKJACK CREEK,CULVERT ON SH11,AT GUNNEDAH,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.242140000000006,-30.978029999600000
3899,4094,6325,<Null>,BOGOLONG CREEK,4 CELL CULVERT,9.64KM W GRENFELL,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.082719999000005,-33.845799999800001
3900,9694,8948,<Null>,M5,BR ON MOOREBANK RD,MOOREBANK,5,O,5/11/2015 0:00:00,Y,PSUTG, ,150.924961999999994,-33.939592999900000
3901,1365,5368,SWANSEA BRIDGE,LAKE MACQUARIE ENTR,SBEAM BRIDGE,37.64 K S OF HEXHAM,5,O,5/11/2015 0:00:00,Y,SBEAM, ,151.640019999999993,-33.085494999600002
3902,4355,6572,<Null>,UNNAMED CREEK,5 CELL CULVERT,63.83KM W PARKES,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.518419999999992,-33.122540000199997
3903,10451,9674,<Null>,MYALL RIVER,SB PSUTG BRIDGE,95.4KM NTH NEWCASTL,5,O,5/11/2015 0:00:00,Y,PSUTG, ,152.210010000000011,-32.422599999699997
3904,1904,5782,<Null>,RALFE'S CREEK,STRUS BRIDGE SH11,WEST  ELLENBOROUGH,5,O,5/11/2015 0:00:00,Y,STRUS, ,152.293049999999994,-31.413930000099999
3905,4128,6357,<Null>,SLOANES CREEK,2 CELL CULVERT,34.45KM S WELLINGTN,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.915989999999994,-32.842739999999999
3906,5593,3644,<Null>,TRIGALONG CK NO 2,LINK SLAB CULVERT,4.6 KM N OF TEMORA,4,O,5/11/2015 0:00:00,Y,CCULP, ,147.511979999999994,-34.409540000299998
3907,3723,1601,<Null>,UNNAMED CREEK,3 CELL CULVERT,16.75KM W BOGGABRI,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.980189999999993,-30.600489999800001
3908,10557,9678,<Null>,UNNAMED CREEK,CULVERT,N1-140,4,O,5/11/2015 0:00:00,Y,CCULP, ,147.769928999999991,-35.240014000099997
3909,1378,5380,HEXHAM BRIDGE,HUNTER RIVER,STRUS BRIDGE S/B,HEXHAM,5,O,5/11/2015 0:00:00,Y,STRUS, ,151.684942000999996,-32.824347999899999
3910,1487,5483,<Null>,FOUR MILE CK-W ARM,4/2.75/1.85 CCULV,13.76 K W R'TERRACE,4,O,5/11/2015 0:00:00,Y,CCULV, ,151.622000000000014,-32.765000000000001
3911,3671,1554,31.41KM NTH BARRABA,OV UNNAMED CK,CULVERT ON SR63,NR COBBADAH,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.595879999999994,-30.112509999600000
3912,7452,5932,WALLARAH INTER,F3- NB UNLOAD RAMP,SGIRD BRIDGE,99.2KM N OF SYDNEY,5,O,5/11/2015 0:00:00,Y,SGIRD, ,151.447570000000013,-33.215389999999999
3913,10943,10067,<Null>,VICTORIA CREEK,UNDERPASS NEAR,<Null>,4,O,5/11/2015 0:00:00,Y,CCULP, ,150.093869000000012,-36.301938000400000
3914,10167,9236,<Null>,UNNAMED CK,8 CELL CULVERT,147.8KM W WILCANNIA,4,O,5/11/2015 0:00:00,Y,CPIPE, ,141.930589999999995,-31.848320000099999
3915,591,475,MORTLAKE VEH. FERRY,OV PARRAMATTA RIVER,FERRY-VESSEL NO.28,AT MORTLAKE,7,O,5/11/2015 0:00:00,Y,<Null>, ,151.105610000000013,-33.837429999900003
3916,9736,9044,<Null>,ANZAC RD,BR ON BAGOR BP,BANGOR,5,O,5/11/2015 0:00:00,Y,PPLNK, ,151.022560999999996,-34.022624999700000
3917,416,349,<Null>,BUTTSWORTH CK,BR ON WILBERFORCE R,WILBERFORCE,5,O,5/11/2015 0:00:00,Y,CBEAM, ,150.834820000000008,-33.571910000000003
3918,4812,6996,<Null>,UNNAMED CREEK,7 CELL CULVERT,72KM N WALGETT,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.937410000000000,-29.463230000199999
3919,92,81,<Null>,BYPASS AT,VIADUCT ON MR 172,BONDI JUNCTION,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.247006999999996,-33.890391999999999
3920,7533,4196,<Null>,YANKO CREEK,BRIDGE,28.1 N JERILDERIE,5,O,5/11/2015 0:00:00,Y,PPLNK, ,145.772609999999986,-35.148000000099998
3921,2905,1108,<Null>,WALLON CREEK,CONCRETE BRIDGE,29.77KM NNE MOREE,5,O,5/11/2015 0:00:00,Y,SBEAM, ,149.992979999999989,-29.258500000100000
3922,4315,6533,<Null>,UNNAMED CREEK,5 CELL CULVERT,36.13KM W ORANGE,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.771909999999991,-33.213039999700001
3923,8127,5218,FLOOD PLAIN NO. 5,MULWAREE RIVER,S/B BRIDGE OVER,GOULBURN BY-PASS,5,O,5/11/2015 0:00:00,Y,PPLNK, ,149.715949999999992,-34.776350000199997
3924,4743,6934,<Null>,UNNAMED CREEK,4 CELL CULVERT,70.32KM W NYNGAN,4,O,5/11/2015 0:00:00,Y,CCULV, ,146.467150000000004,-31.551970000099999
3925,9424,8597,<Null>,UNNAMED CREEK,3 CELL CULVERT,19.69KM N COWRA,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.671050000000008,-33.670240000000000
3926,6102,4741,<Null>,UNNAMED CREEK,CULVERT OVER,<Null>,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.163810000000012,-35.792699999699998
3927,7573,7359,<Null>,NATIVE DOG CREEK,4 CELL CULVERT,41.14KM S WELLINGTN,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.891950000000008,-32.898710000199998
3928,2323,2295,2.68KM NTH SH12,PRINCE STREET,RAILWAY OVERBRIDGE,IN GRAFTON,5,O,5/11/2015 0:00:00,Y,<Null>, ,152.935290000000009,-29.688689999800001
3929,10130,9471,<Null>,OVER HW2 HUME RAIL,BRIDGE,FALLON STREET,5,O,5/11/2015 0:00:00,Y,PTROG, ,146.941599999000005,-36.064309999800003
3930,9537,8706,22.39KM W  WARIALDA,GWYDIR R OVERFLOW,BRIDGE #1 ON SH12,GRAVESEND,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.368180001000013,-29.579540000200002
3931,9529,8698,<Null>,UNDER CUDGEN ROAD,TUNNEL SB ON SH10,75.6KM NTH. BALLINA,8,O,5/11/2015 0:00:00,Y,CMISC, ,153.519907999999987,-28.280194999700001
3932,4737,6928,<Null>,UNNAMED CREEK,5 CELL CULVERT,45.11KM W NYNGAN,4,O,5/11/2015 0:00:00,Y,CCULV, ,146.730909999999994,-31.546119999700000
3933,5463,3522,<Null>,BOWLERS CREEK,CULVERT,28.6KM E OF TUMUT,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.272680000000008,-35.504120000199997
3934,7808,672,<Null>,OV SH5 AT SCHOOL,PEDESTRIAN BRIDGE,AT HAZELBROOK,5,O,5/11/2015 0:00:00,Y,SGIRD, ,150.459461000000005,-33.727973999699998
3935,1477,5473,MONKERAI BRIDGE,KARUAH RIVER,TTRUS BRIDGE,LOCAL ROAD,5,X,5/11/2015 0:00:00,Y,TTRUS, ,151.877139999999997,-32.283519999600003
3936,936,4586,<Null>,BENSONS CREEK,CULVERT OVER,WARILLA,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.860433000000000,-34.550460000299999
3937,8801,7955,<Null>,UNUMGAR CREEK,BRIDGE ON SR83,41.05KM NTH KYOGLE,5,O,5/11/2015 0:00:00,Y,TDOOL, ,152.749879999999990,-28.423100000000002
3938,8585,7746,<Null>,SOUTH RAIL & 2RDS,BR ON CAMBRIDGE AVE,GLENFIELD,5,O,5/11/2015 0:00:00,Y,SGIRD, ,150.899930000000012,-33.966829999900000
3939,24,19,<Null>,ILLA RAILWAY,BR ON PRINCES HWY,AT ST.PETER'S STN.,5,O,5/11/2015 0:00:00,Y,SGIRD, ,151.181469999999990,-33.906809999600000
3940,10770,9893,<Null>,NANGUDGA CREEK,BRIDGE OVER,<Null>,5,O,5/11/2015 0:00:00,Y,PSUTG, ,150.137792999999988,-36.250734000300000
3941,4692,6885,<Null>,UNNAMED CREEK,5 CELL CULVERT,106.2K NW OF NYNGAN,4,O,5/11/2015 0:00:00,Y,CCULV, ,146.520109999999988,-30.799279999800000
3942,2159,2155,53KM STH BALLINA,TABBIMOBIL FLAT CK,BRIDGE NO.1 OVER,STH OF WOODBURN,5,O,5/11/2015 0:00:00,Y,PUNIT, ,153.271289999999993,-29.198420000300001
3943,8837,7989,<Null>,M2,BR ON WATKINS RD,BAULKHAM HILLS,5,O,5/11/2015 0:00:00,Y,PGIRD, ,150.992018999999999,-33.769444999599997
3944,9996,9046,<Null>,ADJN GOREHILL FRWY,CYCLE RAMP TO SH10,LANE COVE,5,O,5/11/2015 0:00:00,Y,CSLAB, ,151.175832000000014,-33.812544999700002
3945,4228,6454,<Null>,TOMINGLEY CREEK,BRIDGE,73.23KM N OF PARKES,5,O,5/11/2015 0:00:00,Y,PPLNK, ,148.271800000000013,-32.528219999900003
3946,4074,6306,<Null>,WEST COWRA SN84,LEVEL CROSSING AT,<Null>,6,O,5/11/2015 0:00:00,Y,<Null>, ,148.685489999999987,-33.834080000299998
3947,477,377,<Null>,NORTHERN RAILWAY,BR ON YIRRA RD,AT MT.COLAH,5,O,5/11/2015 0:00:00,Y,CBEAM, ,151.112770000000012,-33.676650000099997
3948,6754,7289,<Null>,MEADOW FLAT CREEK,BRIDGE,25.74KM W LITHGOW,5,O,5/11/2015 0:00:00,Y,PPLNK, ,149.928010000000000,-33.437039999800000
3949,10112,9187,<Null>,UNNAMED CREEK,3 CELL CULVERT,20KM N BROKEN HILL,4,O,5/11/2015 0:00:00,Y,CCULP, ,141.520070000000004,-31.791489999600000
3950,8883,8137,BOOLAMBAYTE  O/FLOW,BOOLAMBAYTE F/PLAIN,PPLNK  BRIDGE S/B,5.150K N BULAHDELAH,5,O,5/11/2015 0:00:00,Y,PPLNK, ,152.274852000000010,-32.376934999900001
3951,9664,8951,<Null>,UNNAMED CREEK,CULVERT #1 ON SH10,300M NTH OF WRECKERS O/BR,4,O,5/11/2015 0:00:00,Y,CCULP, ,153.544451000000009,-28.581822999600000
3952,9761,8936,N/A,UNNAMED CREEK,PIPE CULVERT,23.087KM N COOTAMUN,4,O,5/11/2015 0:00:00,Y,CCULP, ,148.159519999999986,-34.499629999900002
3953,4469,6681,HOLMAN BRIDGE,LACHLAN RIVER,TIMBER BRIDGE,GOOLOOGONG,5,X,5/11/2015 0:00:00,Y,XTRUS, ,148.432243999000008,-33.606605999999999
3954,9534,8703,OLD BRG 1892,O'DOHERTY'S CREEK,BRIDGE ON SH11,4.1KM WEST WAUCHOPE,5,O,5/11/2015 0:00:00,Y,PPLNK, ,152.697052000000014,-31.471509000299999
3955,8282,4300,<Null>,75.25 KM S GOULBURN,STOCK UNDERPASS,YASS BY-PASS,4,O,5/11/2015 0:00:00,Y,CCULP, ,148.966382000000010,-34.829721999699998
3956,7877,1982,<Null>,UNNAMED CREEK,6 CELL CULVERT,2.14KM E DUNEDOO,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.412920000000014,-32.009340000100003
3957,6373,4931,<Null>,RLY NEAR GILMORE RD,BRIDGE ON MR51 OVER,AT QUEANBEYAN,5,O,5/11/2015 0:00:00,Y,PGIRD, ,149.206446000000000,-35.346100000299998
3958,10299,9510,SGT MATTHEW LOCKE,PACIFIC HIGHWAY,BRG  MAILMANS TRACK,92.9KM NTH KEMPSEY,5,O,5/11/2015 0:00:00,Y,PSUTG, ,153.021519000000012,-30.425014000299999
